id,abb,info,geb,tod,sex,gebOrt,todOrt
10244,NULL,Erdődy; Wolfgang (1588–1645),1588,1645,m,Eberau im Burgenland,
10245,P,Erdődy; Peter (1504–1567); Ban von Kroatien,1504,1567,m,Eberau im Burgenland,Jaska
10246,NULL,Auersperg; Theoderich (1578–1634); Kämmerer,1578,1634,m,Laibach,Laibach
10247,NULL,Auersperg; Volkhard (1443–1508),1443,1508,m,,
10248,NULL,Auersperg; Siegmund (1482–1541),1482,1541,m,,
10249,NULL,Auersperg; Engelhard (1404–1466),1404,1466,m,,
10250,P,Savoyen; Eugen (1663–1736); Geheimer Rat,1663,1736,m,Paris,Wien:Stephansdom
10251,P,Gonzaga; Ferdinand (1544–1586); Fürst von Castiglione,1544,1586,m,Castel Goffredo,Castiglione delle Stiviere
10252,NULL,Gonzaga; Christian (1580–1630); Markgraf von Solferino,1580,1630,m,Castiglione delle Stiviere,Solferino
10253,P,Gonzaga; Franz (1577–1616); Fürst von Castiglione,1577,1616,m,Castiglione delle Stiviere,Maderno
10254,NULL,Gonzaga; Johanna (1612–1688),1612,1688,w,Castiglione delle Stiviere,
10255,NULL,Canossa; Theodoald (1600–1650); Kämmerer,1600,1650,m,,
10256,NULL,Slavata; Joachim Ulrich (1606–1645); Kämmerer,1606,1645,m,Neuhaus in Böhmen,Bruck an der Mur
10257,NULL,Mansfeld; Anna Franziska (1608–1654),1608,1654,w,,
10258,NULL,Liechtenstein von Nikolsburg; Hartmann (1544–1585); Geheimer Rat,1544,1585,m,Feldsberg im Weinviertel,Eisgrub in Mähren
10259,NULL,Liechtenstein von Nikolsburg; Judith (1575–1621),1575,1621,w,Feldsberg im Weinviertel,Karlsbach im Mühlkreis
10260,S,Dietrichstein; Gundaker (1623–1690); Oberstkämmerer,1623,1690,m,Hollenburg an der Drau,Augsburg
10261,NULL,Dietrichstein; Pankraz (1446–1508),1446,1508,m,Dietrichstein in Kärnten,
10262,P,Dietrichstein; Siegmund (1484–1533); Landeshauptmann der Steiermark,1484,1533,m,Hartneidstein im Lavanttal,Finkenstein am Faakersee
10263,NULL,Dietrichstein; Franz (1476–1548),1476,1548,m,,Weixelstätten
10264,S,Dietrichstein; Adam (1527–1590); Obersthofmeister,1527,1590,m,Graz,Nikolsburg in Mähren
10265,NULL,Dietrichstein; Siegmund (1560–1602); Kämmerer,1560,1602,m,,
10266,NULL,Dietrichstein; Leonhard (1510–1559),1510,1559,m,,Weixelstätten
10267,NULL,Dietrichstein; Siegfried (1538–1583),1538,1583,m,,Weixelstätten
10268,NULL,Dietrichstein; Erasam (1570–1621); Kämmerer,1570,1621,m,Weixelstätten,
10269,NULL,Dietrichstein; Susanna Polyxena (1634–1706),1634,1706,w,Hollenburg an der Drau,
10270,NULL,Marschall von Pappenheim; Ursula Katharina (1625–    ),1625,,w,,
10271,F,Forgách; Simon (1526–1598),1526,1598,m,,Hertnecht
10272,P,Forgách; Franz (1566–1615); Erzbischof von Gran,1566,1615,m,Hertnecht,Heiligenkreuz an der Gran
10273,P,Forgách; Siegmund (1559–1621); Palatin von Ungarn,1559,1621,m,Hertnecht,Tyrnau
10274,NULL,Forgách; Peter (1445–1519),1445,1519,m,,
10275,NULL,Forgách; Lassel (1490–1550),1490,1550,m,,
10276,NULL,Forgách; Gregor (1540–1593),1540,1593,m,,
10277,NULL,Forgách; Gregor (1450–1515),1450,1515,m,,
10278,P,Forgách; Siegmund (1490–1563),1490,1563,m,,
10279,NULL,Forgách; Johann (1403–1465),1403,1465,m,,
10280,S,Trauttmansdorff; Johann Friedrich (1542–1614); Hofkriegsratspräsident,1542,1614,m,Totzenbach am Haspelwald,Trautmannsdorf in der Steiermark
10281,NULL,Althan; Michaela Elisabeth (1622–1670),1622,1670,w,Murstetten,Wien
10282,NULL,Lobkowicz; Johann (1490–1569),1490,1569,m,,Libochowitz
10283,NULL,Trauttmansdorff; Ehrenreich (1474–1535),1474,1535,m,Leutschach an der Weinstraße,
10284,NULL,Trauttmansdorff; Joachim (1518–1571),1518,1571,m,Leutschach an der Weinstraße,Leibnitz in der Steiermark
10285,NULL,Trauttmansdorff; Georg Adam (1560–1599),1560,1599,m,,
10286,NULL,Trauttmansdorff; Ehrenreich (1550–1598); Vorschneider,1550,1598,m,,
10287,NULL,Mansfeld; Christina Elisabeth (1621–1648),1621,1648,w,,Wien:Michaelerkirche
10288,NULL,Trauttmansdorff; Johann David (1573–1627); Kämmerer,1573,1627,m,Trautmannsdorf in der Steiermark,Graz
10289,NULL,Trauttmansdorff; David (1480–1545),1480,1545,m,Leutschach an der Weinstraße,Totzenbach am Haspelwald
10290,M,Lobkowicz; Ferdinand (1655–1715); Prinzipalkommissar,1655,1715,m,Neustadt an der Waldnaab,Raudnitz an der Elbe
10291,NULL,Lobkowicz; Johann (1425–1470),1425,1470,m,,Krumau in Böhmen
10292,NULL,Lobkowicz; Theobald (1465–1527),1465,1527,m,,Bilina in Böhmen
10293,NULL,Lobkowicz; Christoph (1515–1590),1515,1590,m,,Bilina in Böhmen
10294,NULL,Lobkowicz; Ulrich Felix (1545–1604),1545,1604,m,,Bilina in Böhmen
10295,NULL,Lobkowicz; Wilhelm (1575–1647); Landjägermeister von Böhmen,1575,1647,m,,Prag
10296,NULL,Lobkowicz; Lassel (1460–1505),1460,1505,m,,
10297,NULL,Lobkowicz; Lassel (1502–1584); Obersthofmeister,1502,1584,m,,Prag
10298,NULL,Lobkowicz; Franz Wilhelm (1616–1670); Kämmerer,1616,1670,m,,
10299,S,Lobkowicz; Christoph (1549–1609); Kämmerer,1549,1609,m,,Prag
10300,P,Habsburg; Maximilian I. (1459–1519); Kaiser des Heiligen Römischen Reiches,1459,1519,m,Neustadt im Steinfeld,Wels
10301,S,Zrínyi; Georg (1590–1626); Ban von Kroatien,1590,1626,m,Zrínyivár am Csáktornya,Pressburg
10302,M,Hatzfeldt; Melchior (1593–1658); Geheimer Rat,1593,1658,m,Krottorf im Westerwald,Trachenberg in Schlesien
10303,M,Hatzfeldt; Hermann (1603–1673); Kämmerer,1603,1673,m,Krottorf im Westerwald,Rothenburg ob der Tauber
10304,NULL,Hatzfeldt; Heinrich (1641–1683); Kämmerer,1641,1683,m,Stetten im Vorbachtal,Reutnitz
10305,NULL,Kronegg; Georg Andreas (1602–1665); Landeshauptmann von Kärnten,1602,1665,m,,Moosburg in Kärnten
10306,NULL,Kronegg; Christoph (1507–1587),1507,1587,m,,
10307,NULL,Kronegg; Anton (1553–1616); Mundschenk,1553,1616,m,,
10308,NULL,Kronegg; Karl Christoph (1540–1631); Oberstküchenmeister,1540,1631,m,,
10309,NULL,Kronegg; Ferdinand (1585–1653),1585,1653,m,,
10310,NULL,Schlick; Franz Ernst (1623–1675); Reichshofrat,1623,1675,m,,Regensburg
10311,NULL,Schlick; Kaspar (1451–1516),1451,1516,m,Elbogen an der Eger,Schlackenwerth
10312,NULL,Schlick; Lorenz (1495–1585),1495,1585,m,Schlackenwerth,
10313,NULL,Schlick; Christoph (1525–1578),1525,1578,m,,Neudek an der Rohlau
10314,NULL,Schlick; Wilhelm (1556–1604),1556,1604,m,Neudek an der Rohlau,
10315,NULL,Schlick; Heinrich (1590–1630),1590,1630,m,,
10316,NULL,Schlick; Heinrich Wilhelm (1620–1660); Kämmerer,1620,1660,m,,
10317,NULL,Schlick; Heinrich (1480–1528),1480,1528,m,Schlackenwerth,
10318,NULL,Schlick; Heinrich (1508–1569),1508,1569,m,,
10319,NULL,Schlick; Georg Ernst (1550–1612),1550,1612,m,,
10320,P,Wittelsbach; Maximilian Emanuel (1662–1726); Statthalter der Spanischen Niederlande,1662,1726,m,München,München:Theatinerkirche
10321,NULL,Marradas; Franz (1530–    ),1530,,m,Valencia,
10322,NULL,Marradas; Georg (1565–    ); Kämmerer,1565,,m,Valencia,
10323,NULL,Kronberg; Adam Philipp (1588–1634); Kämmerer,1588,1634,m,Kronberg im Taunus,Regensburg
10324,NULL,Kronberg; Kraft Adolf (1629–1692); Kämmerer,1629,1692,m,Wörth am Main,Poritschen im Schwihauer Bergland
10325,NULL,Coronini von Cronberg; Ludwig (1628–1694); Truchsess,1628,1694,m,Görz,Görz
10326,NULL,Hiserle von Chodau; Bernhard (1584–1652),1584,1652,m,Prag,Prag
10327,NULL,Hiserle von Chodau; Franz Christoph (1622–1666); Kämmerer,1622,1666,m,Prag,Wien
10328,NULL,Hiserle von Chodau; Ferdinand Ernst (1625–1692); Kämmerer,1625,1692,m,Prag,
10329,NULL,Trauttmansdorff; Johann (1437–1493),1437,1493,m,Kirchberg am Walde,
10330,NULL,Carretto; Otto Heinrich (1639–1685); Statthalter der Spanischen Niederlande,1639,1685,m,Köln am Rhein,Mariemont im Hennegau
10331,NULL,Waldstein; Johann (1435–1506),1435,1506,m,,
10332,NULL,Waldstein; Wilhelm (1475–1557),1475,1557,m,Turnau in Böhmen,
10333,M,Waldstein; Johann (1508–1576); Statthalter von Böhmen,1508,1576,m,,Prag
10334,NULL,Waldstein; Sidonius (1470–1525),1470,1525,m,,Arnau in Böhmen
10335,NULL,Waldstein; Georg (1519–1584),1519,1584,m,,Arnau in Böhmen
10336,F,Waldstein; Wilhelm (1547–1595),1547,1595,m,,Hermanitz an der Elbe
10337,NULL,Waldstein; Ignaz (1430–1482),1430,1482,m,,
10338,NULL,Waldstein; Bernhard (1465–1517),1465,1517,m,,
10339,NULL,Waldstein; Albrecht (1495–1545),1495,1545,m,,
10340,NULL,Waldstein; Johann (1525–1597),1525,1597,m,,
10341,NULL,Waldstein; Adam (1560–1615),1560,1615,m,,
10342,NULL,Waldstein; Heinrich (1400–1452),1400,1452,m,,
10343,NULL,Balassa; Siegmund (1565–1623),1565,1623,m,,
10344,P,Balassa; Andreas (1595–1649),1595,1649,m,,
10345,NULL,Balassa; Andreas (1535–1576),1535,1576,m,,
10346,NULL,Balassa; Emmerich (1575–1633),1575,1633,m,,
10347,NULL,Dietrichstein; Siegmund (1526–1593); Kämmerer,1526,1593,m,,Hollenburg an der Drau
10348,NULL,Dietrichstein; Bartlome (1579–1635),1579,1635,m,Hollenburg an der Drau,Hanau am Main
10349,P,Esterházy; Julia (1630–1669),1630,1669,w,Forchtenstein,Pottendorf
10350,P,Zähringen; Leopold Wilhelm (1626–1671); Kämmerer,1626,1671,m,Baden in Baden,Warasdin an der Drau
10351,NULL,Starhemberg; Erasam (1503–1560); Oberstkämmerer,1503,1560,m,,Wien
10352,NULL,Starhemberg; Heinrich (1540–1575); Reichshofrat,1540,1575,m,Riedegg im Mühlviertel,Wildberg im Mühlviertel
10353,NULL,Starhemberg; Richard (1570–1613); Hofkammerrat,1570,1613,m,Wien,Wien
10354,NULL,Starhemberg; Rudger (1534–1582),1534,1582,m,Eferding,Schönbühel an der Donau
10355,NULL,Starhemberg; Paul Jakob (1560–1635); Kämmerer,1560,1635,m,,Wien
10356,S,Starhemberg; Konrad Balthasar (1612–1687); Statthalter von Niederösterreich,1612,1687,m,Wien,Wien
10357,NULL,Starhemberg; Helena Dorothea (1634–1688),1634,1688,w,Wildberg im Mühlviertel,Wien
10358,NULL,Starhemberg; Gundaker (1594–1638); Kämmerer,1594,1638,m,Riedegg im Mühlviertel,
10359,NULL,Starhemberg; Bartlome (1625–1676); Kämmerer,1625,1676,m,Riedegg im Mühlviertel,Wien
10360,M,Hatzfeldt; Sebastian (1566–1630),1566,1630,m,Wildenburg im Westerwald,
10361,NULL,Tserclaes von Tilly; Ernst Emmerich (1635–1675); Kämmerer,1635,1675,m,,Holnstein im Tal der Weißen Laaber
10362,S,Tserclaes von Tilly; Werner (1599–1653); Kämmerer,1599,1653,m,Tilly in Brabant,Weißenberg an der Krems
10363,NULL,Tserclaes von Tilly; Jakob (1564–1624),1564,1624,m,Tilly in Brabant,Tilly in Brabant
10364,NULL,Tserclaes von Tilly; Martin (1530–1597); Hofkriegsrat,1530,1597,m,Tilly in Brabant,
10365,NULL,Wratislaw von Mitrowitz; Alexander Ferdinand (1616–1672); Kämmerer,1616,1672,m,,
10366,NULL,Wratislaw von Mitrowitz; Adam (1584–1624),1584,1624,m,,Prag
10367,NULL,Wratislaw von Mitrowitz; Christoph (1628–1664),1628,1664,m,,Neiße
10368,S,Wratislaw von Mitrowitz; Adam (1611–1666); Großprior des Malteserordens in Böhmen,1611,1666,m,,Prag
10369,NULL,Wratislaw von Mitrowitz; Christoph (1584–1645); Kämmerer,1584,1645,m,,Prag
10370,S,Wratislaw von Mitrowitz; Wilhelm (1575–1637); Großprior des Malteserordens in Böhmen,1575,1637,m,,Prag
10371,NULL,Auersperg; Pankraz (1441–1496); Truchsess,1441,1496,m,,Auersperg in der Krain
10372,NULL,Auersperg; Trajan (1495–1541),1495,1541,m,,Wien:Minoritenkirche
10373,P,Auersperg; Herbert (1528–1575); Landeshauptmann von Krain,1528,1575,m,Wien,Donji Budački
10374,NULL,Auersperg; Christoph (1550–1592),1550,1592,m,Laibach,Lublin
10375,NULL,Hohenfeld; Achaz (1551–1603),1551,1603,m,Aistersheim,Peuerbach im Hausruckviertel
10376,NULL,Hohenfeld; Mark (1577–1618),1577,1618,m,Aistersheim,
10377,NULL,Hohenfeld; Otto (1578–1620),1578,1620,m,Aistersheim,Linz an der Donau
10378,S,Slavata; Ferdinand Wilhelm (1630–1673); Geheimer Rat,1630,1673,m,,Prag
10379,S,Slavata; Johann Joachim (1638–1689); Oberstlandrichter von Böhmen,1638,1689,m,,Velvary
10380,NULL,Porcia; Johann Sforza (1576–1624); Landeshauptmann von Görz,1576,1624,m,,
10381,NULL,Starhemberg; Johann Ludwig (1616–1666); Kämmerer,1616,1666,m,,Wien
10382,NULL,Starhemberg; Gotthard (1628–    ); Vorschneider,1628,,m,Riedegg im Mühlviertel,
10383,NULL,Starhemberg; Georg Ludwig (1602–1651); Landeshauptmann von Schweidnitz und Jauer,1602,1651,m,,
10384,S,Starhemberg; Johann Richard (1608–1661); Kämmerer,1608,1661,m,Linz an der Donau,Sathmar
10385,NULL,Starhemberg; Ludwig (1564–1620); Kämmerer,1564,1620,m,Eferding,Znaim
10386,NULL,Starhemberg; Erasam (1575–1648),1575,1648,m,Wien,Gstöttenau
10387,S,Wratislaw von Mitrowitz; Wenzel (1576–1635),1576,1635,m,,Knin in Böhmen:Franziskanerkirche
10388,S,Collalto; Klaudius (1628–1661); Reichshofrat,1628,1661,m,Mantova,Brüssel
10389,S,Trauttmansdorff; Adam (1579–1617); Hofkriegsrat,1579,1617,m,Trautmannsdorf in der Steiermark,Rubia auf dem Karst
10390,NULL,Meggau; Ferdinand Helfried (1533–1585); Landeshauptmann von Oberösterreich,1533,1585,m,,Linz an der Donau
10391,NULL,Wratislaw von Mitrowitz; Lassel (1580–1624),1580,1624,m,,Chlum im Seltschaner Becken
10392,NULL,Wratislaw von Mitrowitz; Stephan (1540–1601),1540,1601,m,,
10393,NULL,Wratislaw von Mitrowitz; Georg (1545–1603),1545,1603,m,,Zalší
10394,NULL,Wratislaw von Mitrowitz; Wenzel (1510–1554),1510,1554,m,,Skřipel
10395,NULL,Wratislaw von Mitrowitz; Johann (1588–    ); Truchsess,1588,,m,,
10396,NULL,Wratislaw von Mitrowitz; Johann Georg (1620–1660); Truchsess,1620,1660,m,,
10397,NULL,Wratislaw von Mitrowitz; Wenzel (1615–1660); Kämmerer,1615,1660,m,,
10398,NULL,Carretto; Ferdinand (1616–1651); Reichshofrat,1616,1651,m,,Wien
10399,S,Carretto; Leopold (1618–1648); Kämmerer,1618,1648,m,,Lens in Flandern
10400,P,Habsburg; Philipp I. (1478–1506); König von Kastilien,1478,1506,m,Brügge,Burgos
10401,NULL,Thurn; Anton (1440–1512),1440,1512,m,,
10402,NULL,Thurn; Veit (1471–1547),1471,1547,m,,
10403,S,Thurn; Franz (1508–1586); Landeshauptmann von Mähren,1508,1586,m,,
10404,NULL,Thurn; Andreas (1475–1541),1475,1541,m,,
10405,NULL,Thurn; Anton (1500–1569),1500,1569,m,,
10406,NULL,Thurn; Achaz (1529–1595),1529,1595,m,,
10407,NULL,Thurn; Johann Ludwig (1579–1635),1579,1635,m,,Venedig
10408,NULL,Thurn; Heinrich Ludwig (1605–1676); Kämmerer,1605,1676,m,,
10409,NULL,Sauermann; Jaroslaus Ferdinand (1630–1672); Hofdiener,1630,1672,m,,
10410,NULL,Trczka von Leipa; Johann Rudolf (1557–1634); Kämmerer,1557,1634,m,,Brod an der Sasau
10411,P,Trczka von Leipa; Adam Erdmann (1599–1634); Kämmerer,1599,1634,m,,Eger in Böhmen
10412,NULL,Lamberg; Siegmund Friedrich (1625–1662); Truchsess,1625,1662,m,,
10413,NULL,Khuen von Belasi; Jakob (1476–1562); Obersthofmeister,1476,1562,m,Belasi im Nonstal,Salzburg
10414,NULL,Khuen von Belasi; Johann Baptist (1516–1578),1516,1578,m,Telfan im Suganertal,Lichtenberg im Pinzgau
10415,NULL,Khuen von Belasi; Johann Jakob (1549–1608); Landeshauptmann von Tirol,1549,1608,m,Nauders,Lichtenberg im Pinzgau
10416,NULL,Khuen von Belasi; Jakob (1589–1639); Kämmerer,1589,1639,m,Lichtenberg im Pinzgau,Landstein in Böhmen
10417,NULL,Khuen von Belasi; Matthias (1617–1659); Kämmerer,1617,1659,m,Lichtenberg im Pinzgau,
10418,S,Thurn; Johann Ambros (1537–1621); Landeshauptmann von Krain,1537,1621,m,Lack an der Zeyer,Bleiburg in Kärnten
10419,NULL,Schad von Bellmont; Rudolf (1590–1660); Reichshofrat,1590,1660,m,Mainz,Weingarten auf dem Martinsberg
10420,NULL,Würben; Bernhard (1475–1529),1475,1529,m,,Herlitz
10421,NULL,Würben; Stephan (1515–1567),1515,1567,m,,
10422,NULL,Würben; Johann (1545–1620); Truchsess,1545,1620,m,,
10423,NULL,Würben; Albrecht (1555–1597); Edelknabe,1555,1597,m,,
10424,NULL,Würben; Bernhard (1590–1652); Kämmerer,1590,1652,m,,
10425,NULL,Würben; Johann Karl (1630–    ); Truchsess,1630,,m,,
10426,S,Würben; Johann Franz (1634–1705); Geheimer Rat,1634,1705,m,,Wien
10427,NULL,Würben; Johann (1505–1559),1505,1559,m,,Freudenthal in Schlesien
10428,NULL,Würben; Ignaz (1534–1596); Landeshauptmann von Mähren,1534,1596,m,,
10429,NULL,Würben; Georg (1565–1625); Kämmerer,1565,1625,m,,
10430,NULL,Rabatta; Joseph (1555–1601),1555,1601,m,Görz,Zengg
10431,S,Rabatta; Anton (1590–1650); Kämmerer,1590,1650,m,Görz,
10432,NULL,Rabatta; Michael (1635–1665); Mundschenk,1635,1665,m,Görz,Montes Claros jenseits des Tejo
10433,NULL,Rabatta; Johann Baptist (1625–1681); Kämmerer,1625,1681,m,Görz,
10434,NULL,Rabatta; Ludwig (1624–1664); Landeshauptmann von Görz,1624,1664,m,Görz,
10435,S,Rabatta; Rudolf (1640–1688); Hofkriegsrat,1640,1688,m,Görz,Pressburg
10436,NULL,Rabatta; Ferdinand (1630–    ); Kämmerer,1630,,m,Görz,
10437,NULL,Rabatta; Hieronym (1638–    ); Kämmerer,1638,,m,Görz,
10438,NULL,Rabatta; Anton (1656–1741); Geheimer Rat,1656,1741,m,Görz,Görz
10439,NULL,Rabatta; Joseph (1661–1731); Kämmerer,1661,1731,m,Görz,Karlstadt in Kroatien
10440,NULL,Scherffenberg; Johann Wilhelm (1610–1645); Kämmerer,1610,1645,m,,
10441,NULL,Breunner; Friedrich (1460–1528),1460,1528,m,Prein an der Rax,
10442,NULL,Breunner; Christoph (1495–1559),1495,1559,m,,
10443,NULL,Breunner; Kaspar (1530–1570); Geheimer Rat,1530,1570,m,,
10444,NULL,Breunner; Philipp (1498–1556); Hofkammerpräsident,1498,1556,m,,Wien
10445,S,Breunner; Siegfried (1538–1594); Statthalter von Niederösterreich,1538,1594,m,Wien,Wien:Schottenkirche
10446,S,Breunner; Johann Baptist (1570–1633); Hofkriegsrat,1570,1633,m,Staatz im Weinviertel,Wien
10447,S,Breunner; Philipp Friedrich (1597–1669); Bischof von Wien,1597,1669,m,Jauer an der Raab,Wien
10448,S,Breunner; Siegfried Leonhard (1596–1667); Geheimer Rat,1596,1667,m,Staatz im Weinviertel,Wien
10449,S,Breunner; Philipp Friedrich (1601–1638),1601,1638,m,,Warnemünde
10450,NULL,Truchsess von Waldburg; Maria Johanna (1627–1691),1627,1691,w,,
10451,NULL,Rabatta; Ludwig (1690–1721); Kämmerer,1690,1721,m,Görz,Karlstadt in Kroatien
10452,NULL,Rabatta; Philipp (1663–    ),1663,,m,Görz,
10453,NULL,Kaunitz; Ulrich (1569–1617),1569,1617,m,,
10454,NULL,Kaunitz; Friedrich (1597–1627); Mundschenk,1597,1627,m,Austerlitz in Mähren,Lomnitz in Schlesien
10455,NULL,Kaunitz; Rudolf (1620–1664); Kämmerer,1620,1664,m,Austerlitz in Mähren,
10456,NULL,Bonacossi; Scipio (1620–    ); Vorschneider,1620,,m,Ferrara,
10457,NULL,Bonacossi; Albrecht (1575–    ),1575,,m,Ferrara,
10458,NULL,Colloredo; Hotze (1568–1646),1568,1646,m,Colloredo di Monte Albano,
10459,NULL,Colloredo; Ludwig (1540–1598); Kämmerer,1540,1598,m,,
10460,NULL,Waldstein; Katharina (1624–1647),1624,1647,w,,Senftenberg im Adlergebirge
10461,NULL,Carretto; Johann Baptist (1620–1667); Truchsess,1620,1667,m,,
10462,NULL,Carretto; Karl (1620–1689); Kämmerer,1620,1689,m,Prag,
10463,NULL,Carretto; Otto (1375–1426),1375,1426,m,,
10464,NULL,Carretto; Otto (1410–1465),1410,1465,m,,Rom
10465,NULL,Carretto; Oktavian (1440–1499),1440,1499,m,,
10466,NULL,Carretto; Niklas (1470–1536),1470,1536,m,,
10467,NULL,Carretto; Oktavian (1500–1559),1500,1559,m,,
10468,NULL,Carretto; Galeas (1520–1591),1520,1591,m,,
10469,NULL,Carretto; Prosper (1558–1596),1558,1596,m,Pavia,Mantova
10470,NULL,Carretto; Georg (1345–1390),1345,1390,m,,
10471,NULL,Carretto; Konrad (1385–1452),1385,1452,m,,Jerusalem
10472,NULL,Carretto; Theoderich (1420–1475),1420,1475,m,,
10473,NULL,Carretto; Albrecht (1458–1505),1458,1505,m,,Casale Monferrato
10474,NULL,Carretto; Vinzenz (1490–1575),1490,1575,m,,
10475,S,Breunner; Ferdinand (1607–1666); Oberststallmeister,1607,1666,m,Wien,Wien
10476,NULL,Breunner; Maximilian (1572–1614); Kämmerer,1572,1614,m,,
10477,NULL,Breunner; Georg Siegfried (1602–1654); Kämmerer,1602,1654,m,,Wien
10478,NULL,Breunner; Siegfried Christoph (1635–1698); Geheimer Rat,1635,1698,m,,
10479,NULL,Breunner; Siegfried Wenzel (1670–1716),1670,1716,m,,Wardein an der Donau
10480,NULL,Reifferscheid; Ernst Friedrich (1583–1639),1583,1639,m,Reifferscheid in der Eifel,Dyck am Niederrhein
10481,NULL,Carretto; Niklas (1537–1591),1537,1591,m,Millesimo,
10482,NULL,Carretto; Stephan (1575–1635); Edelknabe,1575,1635,m,,Dresden
10483,NULL,Carretto; Silvia (1607–1664),1607,1664,w,Prag,Regensburg
10484,NULL,Kronegg; Johann Wilhelm (1580–1650); Hofkammerrat,1580,1650,m,,
10485,NULL,Waldstein; Elisabeth (1624–1662),1624,1662,w,,Wien
10486,NULL,Gersdorff; Johann Siegmund (1620–1653); Mundschenk,1620,1653,m,Hermsdorf an der Ochel,
10487,NULL,Trautson; Maria Zäzilia (1636–1670),1636,1670,w,Wien,Wien:Michaelerkirche
10488,P,Harrach; Elisabeth (1601–1654),1601,1654,w,Wien,Neuschloss in der Steiermark
10489,NULL,Harrach; Katharina (1599–1640),1599,1640,w,Wien,
10490,NULL,Eggenberg; Franziska (1602–1676),1602,1676,w,Wien,
10491,S,Marradas; Bartlome (1618–1670); Obersthofmeister,1618,1670,m,Valencia,Wien
10492,NULL,Marradas; Franz (1590–1656); Obersthofmeister,1590,1656,m,Valencia,
10493,P,Kolowrat; Franz Karl (1620–1700); Landeshauptmann von Mähren,1620,1700,m,Innsbruck,Brünn in Mähren
10494,NULL,Kolowrat; Sidonius Leopold (1562–1640),1562,1640,m,Altsattler Bürgel,Prag
10495,S,Kolowrat; Wilhelm Albrecht (1600–1688); Kämmerer,1600,1688,m,Rothschloß,Prag
